booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,deposit_type,customer_type,adr,is_repeated_guest,previous_cancellations,booking_changes,total_of_special_requests
SYN-00955,Resort Hotel,1,21,2025,July,1,6,2,2.0,0,United Kingdom,Groups,No Deposit,Transient-Party,201.81,0,0,0,0
SYN-00956,City Hotel,1,124,2024,October,1,3,2,0.0,0,France,Corporate,Non Refund,Transient,106.5,0,0,0,0
SYN-00957,Resort Hotel,0,62,2025,November,2,5,2,0.0,0,France,Online TA,No Deposit,Transient,101.14,0,0,0,1
SYN-00958,City Hotel,0,29,2024,September,2,5,2,0.0,0,USA,Offline TA/TO,No Deposit,Transient,138.29,0,0,1,0
SYN-00959,City Hotel,1,53,2025,October,2,1,2,2.0,0,France,Groups,Refundable,Transient,112.89,0,0,0,1
SYN-00960,Resort Hotel,0,6,2025,April,3,4,2,0.0,0,Germany,Online TA,No Deposit,Transient,189.02,0,0,0,1
SYN-00961,City Hotel,1,21,2025,April,2,2,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,155.35,0,0,0,1
SYN-00962,Resort Hotel,1,213,2024,September,0,4,2,0.0,0,USA,Direct,No Deposit,Transient,174.56,0,0,1,1
SYN-00963,Resort Hotel,0,38,2025,March,2,3,2,2.0,0,United Kingdom,Corporate,No Deposit,Transient,131.83,0,0,0,1
SYN-00964,City Hotel,0,106,2024,December,1,2,4,2.0,0,Germany,Groups,No Deposit,Transient,185.37,0,0,1,0
SYN-00965,Resort Hotel,0,60,2024,February,2,6,3,0.0,0,Canada,Online TA,No Deposit,Transient,125.6,0,0,3,1
SYN-00966,City Hotel,0,44,2025,July,1,4,2,0.0,0,,Groups,No Deposit,Contract,187.44,0,0,0,0
SYN-00967,City Hotel,0,35,2024,February,0,3,1,0.0,0,Canada,Corporate,No Deposit,Transient-Party,182.52,0,0,0,0
SYN-00968,City Hotel,0,94,2025,January,2,5,2,0.0,0,France,Online TA,No Deposit,Transient,177.46,0,0,1,0
SYN-00969,City Hotel,0,25,2025,June,2,1,2,1.0,0,,Online TA,No Deposit,Transient-Party,235.47,0,0,1,3
SYN-00970,City Hotel,0,37,2024,May,1,1,2,1.0,0,Germany,Online TA,No Deposit,Transient,128.74,0,0,0,0
SYN-00971,City Hotel,0,134,2024,February,0,5,2,0.0,0,Mexico,Offline TA/TO,Refundable,Transient,163.71,0,0,0,0
SYN-00972,City Hotel,0,102,2024,April,2,1,2,0.0,0,United Kingdom,Direct,No Deposit,Transient,142.28,0,0,0,0
SYN-00973,Resort Hotel,0,17,2024,September,0,4,2,0.0,0,Canada,Online TA,No Deposit,Transient,187.97,0,0,1,3
SYN-00974,Resort Hotel,1,7,2025,August,0,3,2,0.0,0,USA,Online TA,No Deposit,Transient,156.61,0,0,0,0
SYN-00975,Resort Hotel,1,16,2024,December,2,2,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,170.85,0,0,0,0
SYN-00976,Resort Hotel,0,54,2024,April,1,1,3,0.0,0,USA,Offline TA/TO,No Deposit,Transient,191.62,0,0,0,0
SYN-00977,City Hotel,0,79,2025,February,2,4,1,1.0,0,United Kingdom,Offline TA/TO,No Deposit,Group,130.79,0,0,1,3
SYN-00978,Resort Hotel,0,151,2024,March,0,3,2,2.0,0,Mexico,Direct,No Deposit,Transient,155.7,0,0,0,1
SYN-00979,City Hotel,1,171,2025,May,0,3,2,0.0,0,Mexico,Online TA,No Deposit,Contract,133.44,0,0,0,2
SYN-00980,City Hotel,0,96,2025,December,2,2,2,0.0,0,Mexico,Groups,No Deposit,Transient-Party,160.5,0,0,1,4
SYN-00981,City Hotel,0,43,2025,September,1,1,2,2.0,0,France,Online TA,No Deposit,Transient,143.52,0,0,0,1
SYN-00982,City Hotel,1,78,2024,February,0,3,2,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient-Party,204.96,0,1,0,3
SYN-00983,Resort Hotel,0,46,2024,June,1,1,2,0.0,0,Mexico,Online TA,No Deposit,Transient,219.08,0,0,1,0
SYN-00984,City Hotel,0,57,2024,March,0,3,3,1.0,0,USA,Online TA,No Deposit,Transient-Party,134.66,1,0,0,1
SYN-00985,City Hotel,0,26,2024,October,2,2,2,0.0,0,,Offline TA/TO,No Deposit,Transient-Party,94.25,0,0,2,1
SYN-00986,City Hotel,0,61,2024,December,3,6,2,0.0,1,,Offline TA/TO,No Deposit,Transient,145.69,0,0,0,2
SYN-00987,City Hotel,1,43,2024,May,0,1,1,1.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,140.65,0,0,0,1
SYN-00988,Resort Hotel,0,176,2025,November,0,2,1,0.0,0,Germany,Online TA,No Deposit,Transient,57.65,0,0,1,0
SYN-00989,Resort Hotel,1,16,2024,January,2,3,3,0.0,0,Germany,Direct,No Deposit,Contract,176.18,0,0,0,1
SYN-00990,City Hotel,1,79,2024,September,1,7,3,0.0,0,France,Online TA,No Deposit,Contract,130.7,0,0,0,0
SYN-00991,City Hotel,1,24,2025,March,2,2,2,0.0,0,Germany,Online TA,No Deposit,Transient-Party,140.75,0,0,0,1
SYN-00992,Resort Hotel,0,83,2024,September,0,7,1,0.0,0,United Kingdom,Direct,No Deposit,Contract,184.23,0,0,0,1
SYN-00993,City Hotel,0,141,2025,January,2,7,2,2.0,0,Mexico,Corporate,No Deposit,Transient,111.69,0,0,1,3
SYN-00994,City Hotel,0,105,2024,January,1,1,1,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,148.02,0,0,0,1
SYN-00995,Resort Hotel,0,72,2024,June,2,4,2,,0,Germany,Online TA,No Deposit,Transient,244.74,0,0,0,3
SYN-00996,Resort Hotel,0,81,2025,September,0,1,2,0.0,0,France,Direct,No Deposit,Transient,140.67,0,0,1,0
SYN-00997,Resort Hotel,1,41,2024,March,1,4,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,152.37,0,0,0,0
SYN-00998,City Hotel,1,115,2025,January,0,4,2,1.0,0,Canada,Online TA,No Deposit,Transient,99.43,0,0,0,1
SYN-00999,Resort Hotel,0,79,2025,October,0,5,2,0.0,0,Canada,Online TA,Refundable,Transient,179.04,0,0,1,2
SYN-01000,Resort Hotel,0,20,2025,April,0,3,2,0.0,0,France,Groups,No Deposit,Transient-Party,153.94,0,0,0,1
SYN-01001,City Hotel,0,17,2024,April,1,6,1,0.0,0,Mexico,Direct,No Deposit,Transient,148.42,1,0,2,1
SYN-01002,Resort Hotel,0,14,2025,August,0,7,3,0.0,0,United Kingdom,Online TA,No Deposit,Group,205.85,1,0,0,1
SYN-01003,City Hotel,0,227,2025,September,1,2,2,0.0,0,,Direct,No Deposit,Transient,133.56,0,0,1,0
SYN-01004,City Hotel,0,74,2024,December,0,3,1,0.0,0,United Kingdom,Groups,No Deposit,Contract,125.85,0,0,0,3
SYN-01005,City Hotel,0,77,2024,September,0,5,1,1.0,0,Canada,Direct,No Deposit,Transient,144.44,0,0,1,0
SYN-01006,City Hotel,1,238,2024,May,0,7,1,1.0,0,,Online TA,No Deposit,Transient,133.22,0,0,0,0
SYN-01007,City Hotel,1,104,2025,February,2,6,2,,0,USA,Groups,No Deposit,Transient,174.02,0,0,0,0
SYN-01008,Resort Hotel,1,209,2025,November,1,2,2,0.0,0,,Offline TA/TO,No Deposit,Transient,174.18,0,0,1,1
SYN-01009,Resort Hotel,1,29,2024,April,2,3,1,0.0,0,USA,Online TA,No Deposit,Transient,160.22,0,0,2,2
SYN-01010,Resort Hotel,0,80,2025,February,1,3,2,1.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,202.73,0,0,1,2
SYN-01011,Resort Hotel,0,154,2025,October,2,3,1,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,97.89,0,0,0,2
SYN-01012,City Hotel,1,29,2025,August,2,2,2,0.0,0,Mexico,Online TA,No Deposit,Transient-Party,193.41,0,1,1,1
SYN-01013,Resort Hotel,1,159,2025,June,2,4,2,0.0,0,Germany,Online TA,No Deposit,Transient,176.16,0,0,1,1
SYN-01014,City Hotel,0,71,2024,May,2,1,1,0.0,0,Germany,Groups,Non Refund,Transient,147.31,1,0,0,2
SYN-01015,Resort Hotel,1,39,2024,October,1,4,2,1.0,0,,Direct,No Deposit,Contract,132.17,0,0,0,0
SYN-01016,Resort Hotel,0,75,2024,January,2,2,2,2.0,0,France,Corporate,No Deposit,Transient,92.92,0,0,0,1
SYN-01017,City Hotel,0,55,2025,December,0,5,2,0.0,0,Canada,Corporate,Non Refund,Transient,193.98,0,0,0,1
SYN-01018,Resort Hotel,0,152,2024,February,1,7,2,0.0,0,,Direct,No Deposit,Transient-Party,208.85,0,0,0,0
SYN-01019,City Hotel,1,59,2024,April,1,5,2,2.0,0,Canada,Direct,Non Refund,Transient-Party,214.91,1,3,1,0
SYN-01020,Resort Hotel,0,66,2024,February,0,1,1,0.0,0,USA,Groups,No Deposit,Transient,153.44,0,0,0,0
SYN-01021,Resort Hotel,0,39,2025,March,1,7,2,0.0,0,France,Groups,No Deposit,Transient,227.74,0,0,1,0
SYN-01022,City Hotel,0,24,2025,September,0,4,2,0.0,0,United Kingdom,Direct,Non Refund,Transient,164.26,0,0,0,1
SYN-01023,City Hotel,0,26,2024,July,0,5,2,0.0,0,France,Online TA,No Deposit,Group,228.96,0,0,1,1
SYN-01024,City Hotel,0,146,2025,January,0,1,2,1.0,0,United Kingdom,Online TA,No Deposit,Contract,143.92,0,0,0,1
SYN-01025,City Hotel,0,46,2024,April,0,7,3,0.0,0,,Corporate,No Deposit,Contract,115.3,0,0,0,0
SYN-01026,Resort Hotel,0,170,2024,December,2,5,1,1.0,0,Canada,Corporate,No Deposit,Transient,165.92,0,0,1,0
SYN-01027,Resort Hotel,0,5,2024,July,2,1,2,0.0,0,,Offline TA/TO,No Deposit,Transient-Party,194.07,0,0,0,2
SYN-01028,City Hotel,0,29,2024,January,1,2,2,0.0,0,Germany,Direct,No Deposit,Transient,97.04,0,0,0,0
SYN-01029,City Hotel,0,34,2024,February,2,1,2,0.0,0,Canada,Online TA,Non Refund,Transient,74.83,0,0,0,0
SYN-01030,City Hotel,1,71,2024,July,2,3,1,0.0,0,,Corporate,Non Refund,Transient,223.09,0,0,0,1
SYN-01031,Resort Hotel,1,38,2025,February,2,1,1,0.0,0,Canada,Offline TA/TO,No Deposit,Transient,144.77,0,0,0,0
SYN-01032,Resort Hotel,0,130,2024,September,2,3,2,0.0,0,,Offline TA/TO,Refundable,Transient,127.96,0,0,0,1
SYN-01033,City Hotel,0,97,2024,April,3,1,2,0.0,0,France,Online TA,No Deposit,Transient,142.96,0,0,0,1
SYN-01034,City Hotel,0,69,2024,September,1,2,1,1.0,0,Mexico,Direct,No Deposit,Transient,100.04,0,0,1,2
SYN-01035,City Hotel,0,90,2024,July,0,4,3,0.0,0,Canada,Online TA,No Deposit,Transient,144.2,0,0,0,0
SYN-01036,Resort Hotel,0,42,2024,March,2,3,2,0.0,0,,Online TA,No Deposit,Transient-Party,139.64,0,0,0,0
SYN-01037,City Hotel,1,68,2025,January,2,3,2,0.0,0,USA,Direct,No Deposit,Transient,173.62,0,0,0,0
SYN-01038,City Hotel,0,126,2024,July,2,2,1,0.0,0,Canada,Corporate,No Deposit,Transient,229.87,0,0,0,0
SYN-01039,Resort Hotel,1,6,2025,September,0,5,2,0.0,0,France,Online TA,Non Refund,Transient,244.05,0,0,0,0
SYN-01040,City Hotel,1,28,2025,July,0,6,1,0.0,0,,Direct,No Deposit,Transient,175.72,0,0,0,0
SYN-01041,City Hotel,1,101,2025,April,2,2,4,1.0,0,Mexico,Offline TA/TO,No Deposit,Transient,113.52,0,0,1,1
SYN-01042,City Hotel,0,70,2024,May,0,2,2,1.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,125.76,0,0,1,0
SYN-01043,City Hotel,0,60,2024,June,1,1,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,206.28,0,0,0,0
SYN-01044,City Hotel,1,62,2024,March,2,3,2,0.0,0,Mexico,Corporate,No Deposit,Transient,97.18,0,0,1,1
SYN-01045,Resort Hotel,0,46,2025,September,1,3,2,0.0,0,,Offline TA/TO,Non Refund,Transient,159.89,0,0,0,0
SYN-01046,City Hotel,0,59,2025,June,1,6,2,0.0,0,,Direct,Non Refund,Transient,216.75,0,0,0,1
SYN-01047,Resort Hotel,0,65,2025,April,0,2,1,2.0,0,USA,Online TA,No Deposit,Transient,106.27,0,0,0,0
SYN-01048,Resort Hotel,1,66,2024,December,0,1,2,0.0,0,,Online TA,No Deposit,Transient,227.07,0,0,0,1
SYN-01049,City Hotel,0,37,2025,April,2,4,1,0.0,0,Canada,Groups,No Deposit,Transient-Party,102.73,0,0,1,2
SYN-01050,City Hotel,0,112,2025,January,1,4,2,1.0,0,Mexico,Direct,No Deposit,Transient,97.55,0,0,1,1
SYN-01051,Resort Hotel,0,155,2024,April,1,1,2,0.0,0,USA,Direct,No Deposit,Transient,207.39,1,0,1,0
SYN-01052,City Hotel,1,33,2025,May,1,7,1,0.0,0,Mexico,Corporate,Non Refund,Transient,168.45,0,0,0,1
SYN-01053,Resort Hotel,0,71,2025,October,1,1,2,0.0,0,Canada,Online TA,Refundable,Transient,163.98,1,0,0,1
SYN-01054,City Hotel,1,73,2024,December,1,2,2,0.0,0,USA,Online TA,No Deposit,Transient,113.76,0,0,0,1
SYN-01055,City Hotel,1,99,2024,May,0,3,2,0.0,0,France,Online TA,No Deposit,Contract,181.42,1,0,0,0
SYN-01056,City Hotel,1,81,2025,May,1,2,2,0.0,0,,Direct,No Deposit,Transient,214.17,0,0,0,2
SYN-01057,City Hotel,0,27,2025,July,0,1,2,1.0,0,Mexico,Offline TA/TO,No Deposit,Contract,145.26,0,0,0,0
SYN-01058,City Hotel,0,6,2025,June,0,5,2,2.0,0,USA,Corporate,No Deposit,Transient,214.11,1,0,0,0
SYN-01059,City Hotel,1,64,2025,October,2,1,2,0.0,0,Germany,Groups,No Deposit,Transient,98.98,0,0,0,0
SYN-01060,City Hotel,0,167,2025,December,1,4,2,0.0,0,Canada,Offline TA/TO,Non Refund,Transient,215.27,0,0,0,4
SYN-01061,Resort Hotel,0,65,2025,December,1,2,3,0.0,0,Mexico,Offline TA/TO,Refundable,Transient,110.48,0,0,0,1
SYN-01062,Resort Hotel,0,34,2025,January,0,2,2,2.0,0,France,Online TA,Refundable,Contract,163.08,0,0,0,0
SYN-01063,City Hotel,1,97,2024,October,0,3,2,0.0,0,USA,Online TA,Refundable,Transient,136.16,0,0,0,0
SYN-01064,City Hotel,0,264,2025,January,0,4,1,0.0,0,Mexico,Direct,Refundable,Transient,129.12,0,0,0,0
SYN-01065,City Hotel,0,113,2024,March,0,2,1,0.0,0,Germany,Direct,No Deposit,Transient,186.22,0,0,1,1
SYN-01066,City Hotel,0,31,2025,July,0,7,3,0.0,0,Germany,Online TA,No Deposit,Transient,179.58,0,0,0,1
SYN-01067,City Hotel,0,91,2025,February,2,3,1,2.0,0,Mexico,Groups,No Deposit,Transient,99.3,0,0,0,0
SYN-01068,City Hotel,0,23,2025,July,2,6,2,2.0,0,USA,Online TA,No Deposit,Transient-Party,174.67,0,0,2,1
SYN-01069,Resort Hotel,0,76,2024,February,1,1,2,0.0,0,Mexico,Direct,No Deposit,Group,159.95,0,0,1,1
SYN-01070,City Hotel,0,97,2024,October,2,5,2,0.0,0,USA,Offline TA/TO,No Deposit,Transient-Party,145.41,0,0,1,1
SYN-01071,City Hotel,0,159,2024,July,2,2,1,2.0,0,Germany,Direct,No Deposit,Transient,175.72,0,0,2,1
SYN-01072,City Hotel,0,20,2025,March,0,5,2,0.0,0,Germany,Online TA,No Deposit,Transient,99.96,0,0,0,2
SYN-01073,City Hotel,0,118,2025,October,1,2,2,2.0,0,USA,Direct,No Deposit,Transient,157.64,0,0,0,2
SYN-01074,Resort Hotel,0,33,2024,December,2,4,1,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,214.28,1,0,0,3
SYN-01075,City Hotel,0,86,2025,November,0,5,2,0.0,0,France,Corporate,No Deposit,Transient,162.22,0,0,0,0
SYN-01076,Resort Hotel,0,152,2024,January,1,7,2,0.0,0,Mexico,Direct,No Deposit,Group,238.94,0,0,0,1
SYN-01077,City Hotel,0,20,2024,May,0,2,2,0.0,0,United Kingdom,Corporate,No Deposit,Transient,102.93,0,0,0,0
SYN-01078,City Hotel,0,29,2024,November,1,2,2,0.0,0,,Online TA,No Deposit,Transient-Party,113.5,1,0,0,2
SYN-01079,City Hotel,0,70,2024,April,0,2,2,0.0,0,Germany,Corporate,Non Refund,Transient,105.28,0,0,1,0
SYN-01080,Resort Hotel,1,86,2024,January,0,5,2,1.0,0,,Online TA,No Deposit,Contract,211.8,0,0,0,0
SYN-01081,Resort Hotel,0,111,2024,December,0,1,2,0.0,0,Canada,Direct,No Deposit,Transient,223.07,0,0,0,0
SYN-01082,City Hotel,0,93,2025,August,2,7,2,1.0,0,Germany,Direct,No Deposit,Transient,173.07,0,0,0,2
SYN-01083,City Hotel,0,28,2025,May,0,2,2,2.0,0,,Online TA,No Deposit,Transient,119.56,0,0,0,0
SYN-01084,City Hotel,0,31,2025,July,1,1,2,0.0,0,France,Online TA,No Deposit,Transient,189.9,0,0,0,0
SYN-01085,City Hotel,0,66,2025,May,0,3,1,0.0,0,USA,Direct,No Deposit,Transient,172.59,0,0,0,1
SYN-01086,Resort Hotel,0,93,2025,September,1,2,1,0.0,0,United Kingdom,Online TA,No Deposit,Transient,178.91,0,0,0,1
SYN-01087,City Hotel,1,52,2024,August,2,3,2,0.0,0,Canada,Online TA,No Deposit,Transient-Party,153.88,0,0,0,0
SYN-01088,Resort Hotel,0,44,2025,October,2,1,2,0.0,0,Canada,Direct,No Deposit,Transient-Party,167.57,0,0,1,1
SYN-01089,City Hotel,0,32,2024,February,2,4,2,0.0,0,Canada,Online TA,No Deposit,Transient-Party,209.16,0,0,1,0
SYN-01090,City Hotel,0,60,2025,July,2,3,2,0.0,0,USA,Online TA,No Deposit,Transient,187.75,0,0,0,1
SYN-01091,Resort Hotel,0,67,2024,January,0,7,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,187.15,0,0,1,1
SYN-01092,City Hotel,0,16,2025,March,0,3,2,0.0,0,Canada,Corporate,No Deposit,Transient,66.54,0,0,0,1
SYN-01093,City Hotel,1,74,2024,November,2,1,3,0.0,0,USA,Online TA,Non Refund,Transient-Party,170.07,0,0,0,1
SYN-01094,Resort Hotel,0,28,2025,October,2,4,2,0.0,0,Canada,Direct,No Deposit,Transient,166.97,0,0,1,0
SYN-01095,City Hotel,0,31,2024,June,2,2,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,141.94,1,0,0,0
SYN-01096,City Hotel,0,93,2024,February,3,5,2,0.0,0,USA,Corporate,Non Refund,Transient,121.62,0,0,1,2
SYN-01097,City Hotel,0,29,2024,November,2,7,3,0.0,0,,Corporate,No Deposit,Transient,140.12,0,0,0,2
SYN-01098,Resort Hotel,1,128,2025,May,2,1,2,0.0,1,Mexico,Direct,No Deposit,Transient,140.94,1,2,0,2
SYN-01099,Resort Hotel,1,17,2025,August,0,3,2,0.0,0,Mexico,Online TA,No Deposit,Transient,182.37,0,0,0,1
SYN-01100,City Hotel,0,63,2025,October,3,2,4,0.0,1,Mexico,Offline TA/TO,No Deposit,Transient,145.1,0,0,1,0
SYN-01101,City Hotel,0,30,2025,October,2,2,1,1.0,0,Germany,Online TA,No Deposit,Transient,109.5,0,0,1,1
SYN-01102,City Hotel,1,53,2025,July,0,2,3,0.0,1,,Corporate,No Deposit,Transient,185.77,0,0,1,2
SYN-01103,City Hotel,1,65,2024,June,2,2,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,86.36,0,0,1,0
SYN-01104,City Hotel,0,227,2025,June,0,3,2,2.0,0,United Kingdom,Offline TA/TO,No Deposit,Contract,153.42,0,0,0,2
SYN-01105,City Hotel,0,11,2024,December,2,1,3,0.0,0,,Offline TA/TO,No Deposit,Transient-Party,129.74,0,0,1,2
SYN-01106,City Hotel,0,24,2025,September,2,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,114.86,0,1,2,0
SYN-01107,City Hotel,0,120,2025,April,0,7,2,0.0,0,France,Direct,No Deposit,Transient,169.86,0,0,1,2
SYN-01108,City Hotel,0,102,2025,June,0,3,2,1.0,0,Mexico,Online TA,No Deposit,Transient,161.98,0,0,0,3
SYN-01109,City Hotel,1,135,2025,July,1,5,2,0.0,0,Germany,Online TA,No Deposit,Transient,171.13,1,0,0,0
SYN-01110,City Hotel,0,133,2025,December,2,1,1,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,145.8,0,0,0,1
SYN-01111,Resort Hotel,1,74,2024,February,1,2,2,0.0,0,Germany,Online TA,No Deposit,Transient,150.8,0,0,0,0
SYN-01112,City Hotel,0,40,2024,October,2,2,2,0.0,0,,Offline TA/TO,Non Refund,Transient,108.54,0,0,0,1
SYN-01113,City Hotel,0,18,2025,June,1,7,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,160.38,0,0,0,1
SYN-01114,City Hotel,1,81,2025,May,1,3,2,0.0,0,USA,Online TA,No Deposit,Transient,146.11,0,0,0,1
SYN-01115,City Hotel,0,34,2024,November,0,1,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,99.01,0,0,0,0
SYN-01116,City Hotel,0,5,2025,January,2,1,2,1.0,0,Canada,Online TA,No Deposit,Transient-Party,81.56,0,0,0,2
SYN-01117,City Hotel,0,116,2025,November,0,3,2,0.0,0,,Online TA,No Deposit,Transient-Party,109.82,0,0,3,0
SYN-01118,Resort Hotel,0,201,2024,February,2,4,3,0.0,0,Mexico,Offline TA/TO,No Deposit,Contract,187.75,0,0,0,1
SYN-01119,Resort Hotel,0,44,2025,May,0,1,4,0.0,0,Canada,Offline TA/TO,Non Refund,Transient,174.91,0,0,2,3
SYN-01120,City Hotel,0,106,2025,February,0,3,3,0.0,0,,Offline TA/TO,No Deposit,Transient,63.6,0,0,0,3
SYN-01121,Resort Hotel,1,44,2025,July,3,5,2,0.0,0,Germany,Online TA,Non Refund,Contract,182.49,0,0,0,0
SYN-01122,Resort Hotel,1,96,2025,February,2,1,2,2.0,0,,Online TA,No Deposit,Transient,179.2,0,0,0,0
SYN-01123,City Hotel,0,110,2025,December,2,4,2,0.0,0,United Kingdom,Direct,No Deposit,Transient-Party,143.42,0,0,1,0
SYN-01124,City Hotel,0,61,2025,December,0,1,2,0.0,0,USA,Online TA,No Deposit,Contract,174.15,1,0,0,0
SYN-01125,City Hotel,0,64,2024,February,0,5,2,2.0,0,Germany,Corporate,No Deposit,Transient,147.67,0,0,0,2
SYN-01126,City Hotel,0,86,2024,March,2,5,2,0.0,0,Mexico,Online TA,Non Refund,Transient,177.03,1,0,1,1
SYN-01127,Resort Hotel,0,60,2025,April,1,1,2,0.0,0,Canada,Direct,No Deposit,Transient,174.55,0,0,2,0
SYN-01128,City Hotel,0,19,2024,May,2,3,2,2.0,0,,Online TA,No Deposit,Transient,65.15,0,0,0,0
SYN-01129,Resort Hotel,0,38,2024,January,2,2,2,0.0,0,France,Online TA,Non Refund,Transient,144.75,0,0,0,1
SYN-01130,Resort Hotel,0,57,2025,November,2,2,2,0.0,0,USA,Direct,No Deposit,Transient,164.67,1,2,2,1
SYN-01131,City Hotel,1,17,2025,June,2,6,2,2.0,0,Canada,Corporate,No Deposit,Transient,141.06,0,0,0,0
SYN-01132,City Hotel,0,139,2025,May,0,2,2,0.0,0,Canada,Direct,No Deposit,Transient,140.5,0,0,1,0
SYN-01133,Resort Hotel,1,47,2025,January,0,3,2,0.0,0,USA,Online TA,No Deposit,Transient,125.74,0,0,0,0
SYN-01134,City Hotel,0,32,2025,September,1,1,2,0.0,0,Germany,Online TA,No Deposit,Transient,118.36,0,0,1,2
SYN-01135,City Hotel,0,224,2024,January,0,6,2,0.0,0,Mexico,Direct,No Deposit,Transient,103.77,0,0,0,3
SYN-01136,Resort Hotel,0,120,2024,December,0,1,1,0.0,0,USA,Online TA,No Deposit,Transient,208.03,0,0,0,0
SYN-01137,Resort Hotel,1,209,2024,April,0,2,1,1.0,0,,Offline TA/TO,No Deposit,Transient,215.43,0,0,0,0
SYN-01138,Resort Hotel,0,86,2025,April,1,3,2,0.0,0,Mexico,Groups,No Deposit,Transient,139.84,0,0,0,2
SYN-01139,Resort Hotel,0,79,2024,May,0,2,2,0.0,0,Mexico,Online TA,No Deposit,Transient,116.41,0,0,0,0
SYN-01140,City Hotel,1,116,2025,April,0,2,2,0.0,0,,Offline TA/TO,No Deposit,Transient,151.05,0,0,0,0
SYN-01141,City Hotel,0,59,2024,July,1,1,2,0.0,0,United Kingdom,Online TA,Refundable,Transient,57.92,0,0,0,0
SYN-01142,Resort Hotel,0,117,2025,December,1,4,2,0.0,0,,Offline TA/TO,No Deposit,Transient-Party,236.4,0,0,0,2
SYN-01143,City Hotel,0,49,2024,October,2,2,1,0.0,0,Canada,Direct,No Deposit,Contract,105.07,0,0,0,0
SYN-01144,Resort Hotel,0,139,2025,February,1,5,2,0.0,0,Germany,Online TA,No Deposit,Transient,210.65,0,0,2,0
SYN-01145,City Hotel,0,21,2025,April,0,4,2,0.0,0,Canada,Offline TA/TO,No Deposit,Contract,141.14,0,0,1,3
SYN-01146,Resort Hotel,0,27,2024,April,0,4,2,1.0,0,,Online TA,No Deposit,Transient,150.76,0,0,1,0
SYN-01147,Resort Hotel,0,24,2024,July,2,1,3,1.0,0,United Kingdom,Online TA,No Deposit,Transient,182.77,0,1,0,1
SYN-01148,Resort Hotel,0,122,2025,July,0,2,2,0.0,0,Mexico,Direct,No Deposit,Transient,158.04,0,0,0,1
SYN-01149,City Hotel,0,40,2024,February,2,3,2,0.0,0,USA,Corporate,No Deposit,Transient,129.11,0,0,0,2
SYN-01150,City Hotel,1,19,2024,April,0,3,2,0.0,0,USA,Online TA,No Deposit,Transient-Party,196.07,0,0,1,0
SYN-01151,City Hotel,1,88,2025,July,0,1,3,1.0,0,United Kingdom,Groups,No Deposit,Transient,176.19,0,0,0,0
SYN-01152,City Hotel,0,92,2025,December,0,3,2,2.0,0,Canada,Direct,No Deposit,Transient,179.84,0,0,1,0
SYN-01153,Resort Hotel,0,73,2025,November,2,2,1,2.0,0,Canada,Direct,Non Refund,Transient,232.95,0,0,1,3
SYN-01154,City Hotel,1,78,2025,September,2,1,2,0.0,0,United Kingdom,Groups,No Deposit,Transient,174.77,0,1,0,1
SYN-01155,City Hotel,0,47,2025,February,0,2,2,0.0,0,Mexico,Online TA,Refundable,Transient,158.61,0,0,1,0
SYN-01156,Resort Hotel,1,28,2024,February,1,3,2,1.0,0,France,Online TA,No Deposit,Transient,154.75,0,0,0,1
SYN-01157,Resort Hotel,0,97,2024,June,2,2,2,0.0,0,Canada,Online TA,No Deposit,Transient,157.44,0,1,0,1
SYN-01158,Resort Hotel,0,44,2024,June,2,3,2,0.0,0,Canada,Corporate,No Deposit,Transient,204.13,0,0,2,0
SYN-01159,City Hotel,0,4,2025,September,0,2,4,0.0,0,,Groups,No Deposit,Transient,131.39,0,0,0,0
SYN-01160,Resort Hotel,0,89,2024,April,1,5,2,0.0,0,,Online TA,No Deposit,Transient,135.98,0,0,0,0
SYN-01161,City Hotel,0,59,2024,February,0,5,2,2.0,0,USA,Offline TA/TO,No Deposit,Group,62.85,1,1,0,1
SYN-01162,City Hotel,0,13,2025,February,0,1,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,87.9,0,0,0,0
SYN-01163,Resort Hotel,0,74,2024,September,1,1,2,0.0,0,USA,Online TA,No Deposit,Contract,201.51,0,0,1,1
